0.114571,0,0,0,0,0,0.96,0,0,1.92,0.96,0,0,0,0.141914,0,0,0.96,3.84,0,0.96,0,0,0.132446,0,0,0.0164017,0,0,0.0162447,0,5.67472e-05,0.000658781,0,0,0,0,0,0,0.96,0,0,0,0,0,0.000634526,0,0,0.0151331,0,0,0.462,0,0,1.312,6,21
0,0.0782156,0.25,0.0421065,0.38,0.0783729,0.25,0,0,0,0.12,0.12,0.12,0,0,0,0,0,1.16,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.000729961,0.0356316,0,0,0,0,0,0.00412664,0,0,0,0.222719,0.119235,0,0.00450587,0.022,0.0899067,0,0.663,0.132001,0,1.243,42.8409,184
0,0.69,0.34,0,0.34,0,0,0,0,0,0,0.854319,0.118003,0,0,0.34,0,1.39,2.09,0,1.04,0.00166886,0,0,0,0.0725518,0,0,0,0,0.00554955,0,0,0,0,0,0,0,0.0109579,0,0,0.0161156,0,0,0,0,0,0,0,0.056,0,0.197024,0,0,3.728,16.7252,97.1685
0,0,0,0,0.9,0.0591056,0.9,0,0,0.9,0.0495923,0,0.9,0,0.0332399,0.368177,0,0,2.72,0,0.9,0,0,0.137842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00610118,0,0.000189964,0.0179012,0,0,0.114539,0,0.000144575,0.000409089,0,0,0,0,0.240331,0,11.3147,7,25
0,0,1.42,0,0.71,0.35,0,0.35,0,0.71,0.0284167,0.35,0,0,0.0683601,0.181917,0,0,3.21,0.122514,2.85,0.0313983,0.35,0,0,0.0195837,0,0.0107802,0,0,0.000564648,0,0,0,0,0,0,0,0.0090449,0,0,0,0,0,0,0,0,0.00659548,0,0.102,0,0.357,0.102183,0,4.98496,24,205
0.274034,0.42,0.42,0,1.27,0.0502025,0.42,0,0,1.27,0,0,0,0.0549365,0,0.281298,0,0.378045,1.7,0.0894299,1.27,0,0,0.42,0,0.063576,0,0,0,0,0,0.00404586,0.0587423,0,0,0,1.27,0,0.0639364,0.42,0,0,0.139411,0.0566236,0,0.206946,0,0,0,0.063,0,0.211863,0.105247,0,5.659,55,249
0,0.218478,0,0,0.94,0,0.0377401,0,0,0.267089,0,0,0,0,0,0.312156,0,0,1.88,0,2.83,0.010901,0,0,0,0,0.498889,0,0,0,0,0,0,0,0,0,0.123968,0,0,0.0294086,0,0,0,0,0,0,0,0.0180759,0,0,0,0.428,0,0.025846,4.652,17.149,107
0,0,0,0,0,0,0,0,0,0,0.0642089,0,0,0,0,0,0,0,0,0,2.11,0,0.7,0.0903651,0,0,0,0,0,0.00668654,0,0.000694595,0.0721709,0,0,0,0,0,0,0,0,0.00737259,0,0,0,0,0,0,0,0,0.0255114,0.353725,0.37,0,35.461,95,461
0,0,0.55,0,1.11,0,0.0588744,0,0,0,0,0,0.92,0,0.18,0,0.37,0.37,1.7778,0,1.46184,0,0,0,0,0,0,0,0.000768758,0,0,6.17478e-05,0,0,0,0,0,0,0,0.0118117,0,0,0,0,0,0,0,0,0,0.182,0,0.455,0,0.00370821,1.32,4,70
0,0.63,0.332808,0,1.59,0.0768672,0,0.0897297,0.31,0,0,0.63,0,0,0.147494,0.200592,0.31,3.18,2.22,0,1.91,0.000215048,0.31,0.63,0,0,0,0.31,0,0,0.00790657,0,0,0,0.0309252,0,0.0122714,0,0.0148894,0.0711795,0,0,0,0,0,0,0,0,0,0.275,0.0047551,0.055,0.12395,0,8.42121,91,186
0,0,0,0,0,0,0,0.0737019,0,0,0,0.324703,0.0602208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464333,0,0,0,0,0.00283843,0.0129126,0,0.0105327,0,0.294359,0,0,0.0105791,0.0332502,0.11713,0,0.729,0.102549,0,3.833,13.5382,177.275
0.0924425,0.151584,0.475863,0.0753632,0.76,0.05,0.0563805,0.02,0.55,0,0.1,0.47,0.02,0,0,0,0.02,0.13,2.09,0.1,1.57,0.389823,0.05,0,0.185919,0,0,0,0,0,0,0,0.0654848,0,0,0.02,0.1,0.0133739,0.012865,0,0,0,0,0,0,0,0,0,0.042,0.162036,0.016,0.388289,0.046,0.059,2.569,66,2259
0,0,0,0,2.94,0,0.103541,0,0,0,0.0481522,0,0,0,0,2.94,0,0,0,0,0,0,0.0702207,0,0,0,0,0,0,0,0,0,0.0636622,0,0,0.152389,0,0,0,0,0,0.398003,0,0,0,0,0,0,0.404,0.404,0,0.809,0,0,4.857,12,327.898
0,0,0.494498,0,1.16,0,0,0,0,0,0.0269566,0.58,0.0636535,0,0.024822,1.16,0,1.16,1.16,0,1.75,0,0,0.0861004,0,0.0169048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388715,0,0.0380636,0,0,0.183811,0,0,0,0.00596286,0.133,0,0.1631,0,0.00892627,7.34915,5,69
0.0667601,0,0,0,0,0,0,0.0826124,0,0.190964,0.00440226,0.306062,0.075835,0,0,0.0816987,0,0,0,0.013101,0,0,0,0,0.465634,0,0,0,0.00970487,0,0,0,0,0.00370633,0,0,0,0,0.0701107,0,0,0,0,0,1.44,0,0,0,0,0.196,0,0.392,0.196,0,5.466,22,82
0.120159,0.07,0.1,0,0.76,0.05,0.15,0.02,0.55,0,0.1,0.47,0.02,0,0,0,0.02,0.13,2.09,0.1,1.57,0,0.05,0,0,0,0.124937,0,0,0,0,0,0.0581596,0,0,0.0449878,0.1,0,0,0,0,0,0,0.0148018,0,0,0,0,0.0557309,0.101,0.016,0.25,0.046,0.059,2.565,66,2258
0.0794648,0,0,0,0,0,0,0.092682,0,0,0,0,0.0382157,0.0366853,0,0,0,0,0,0,0,0,0,0,0,0,0.66103,0.0385269,0,0,0,0,0,0,0,0,0,0,0,0,0.042353,0,0,0.027989,1.44,0,0,0,0.0603631,0.196,0,0.392,0.196,0.0336034,5.466,22,126.805
0,0,0,0,0,0.0498309,0.0222903,0,0.0223837,0,0,0,0,0.126792,0.0152263,0,0,0,3.33,0.0331963,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.00141036,0,0,0,0,0,0,0,0.00133517,0,0.0180085,0,0,0.067116,0,0,0,0.368,0,0,2.611,11.6273,47
0,0,0,0.0565602,0,0,0,0,0,0.0807752,0,0,0,0,0,3.33,0,0.114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133096,0,0,0,0,0,0.352,0,0.352,0.0717001,0.119676,4,11,148.496
0.147622,0,0,0.166736,0.65,0.137756,0.65,0.137615,0,0,0.103407,0.65,0,0,0,0.374547,1.3,0,1.67704,5.22,1.3,0,0,0.65,0.000459674,0,0,0,0,0,0,3.26279e-07,0,0,0,0,0,0,0,0,0,0,0,0.000114556,0.032811,0,6.26627e-05,0,0.022821,0.459,0,0.091,0.233377,0,2.687,66,129
1.17,0,0,0,0,0.151005,0.100624,0,0.00870937,0,0,1.17,0.156459,0,0,0,1.17,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629237,0,0,0,0,0.116107,0,0.886,0,0,1.966,10,59
0,0,0.278198,0,0,0.0421687,0,0,0.0229966,0,0,0,0,0,0,3.03,0,0.145752,0,0,0,0,0.0561894,0,0,0,0,0,0,0.0299261,0,0,0,0.0116641,0.0739312,0,0,0,0.0180895,0,0,0.0594241,0.0274756,0,0,0,0,0,0.101021,0.352,0,2.112,0,0,3.909,11,289.438
0,0,0,0,1.89,0.0970274,0.0294077,0.0288016,0,0.177301,0,0.81,0.0624226,0,0,0.215278,0,0,3.51,0,2.7,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391047,0,0.123325,0,0,0,0,0.045,0,0,0.091,0.00857163,1.39,13.6646,89
0.0637871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586582,0,0,4.83,4.83,0,1.33313,0,0.0109731,0.209713,0,0.048021,0,0.00400313,0,0,0,0,0,0,0,0,0,0.00402742,0,0,7.30654e-05,0,0.00182815,0,0.0615158,0,2.431e-06,0.0589826,0,0.00502935,0,0.0963999,0.0235448,0,1.7,5,17
0.101668,0.68,0,0,0,0,0,0,0,0.68,1.36,0,0.054768,0,0,0,0.0999014,0,2.04,0,0.68,0,0,0,0.68,0,0,0.0308079,0,0,0.00171421,0.000349158,0.0129602,0,0.68,0.0950967,0.148994,0,0.00070658,0,0,0,0.00288561,0.010882,0.0114358,0,0,0,0,0,0.185,0,0,0.121091,3.826,113.985,264
0,0,2.56,0,0,0,0.0328874,0.034322,0,0.122067,0,0.412956,0.0533285,0,0,0.133216,0,0,1.02212,0,0,0,0.0314542,0.0887012,0,0,0,0,0,0.00919616,0,0,0,0,0,0,0.0867054,0.159646,0,0,0.0117716,0,0,0,0,0,0,0,0,0.046272,0.0233438,0.422781,0,0,2.777,6,25
0,0,0.28268,0,2.94,0,0.0370952,0,0,0.0365558,0,0,0,0,0,2.94,0,0,0,0,0.931154,0.0195952,0,0.00353959,0,0.00916992,0,0.00156655,0,0,0,0,0,0.00408576,0,0.114333,0.149608,0,0,0.0418145,0,0,0,0,0,0,0,0,0.0478942,0.0542682,0,0.873,0,0,4.142,12,29
0,0,0.528916,0,1.46,0.151122,0.221431,0.293168,0,0,0.0538703,0.97,0,0.0865896,0,0.48,0.97,0,2.43,0.29321,2.43,0,0.48,0,0,0.0136756,0.428112,0,0,0,0,0,0,0.0022725,0,0,0,0.0322028,0,0.0412254,0,0,0,0.0227313,0.48,0,0.00351312,0,0.0437228,0.081,0,0.488,0.244,0,5.431,78,711.614
0,0.48,0.48,0,0.48,0,0,0,0,0,0,0.534401,0,0.120179,0,0.48,0.104769,0.205445,1.46,0,0.97,0,0.0501808,0,0,0,0.238814,0,0.0695995,0.0188094,0,0,0,0.00797973,0,0.0607405,0,0,0,0.0391402,0.00749412,0,0,0,0,0,0,0.0571268,0,0.08,0.0120729,0.158352,0,0,3.1,61,186
0,0.41,1.66,0.0183692,0.219167,0.0607902,0,0,0,0.244329,0.025621,0.514395,0,0.0185975,0,0.41,0.0313661,0.83,2.08,0,1.25,0,0,0,0,0.0428999,0.0143284,0,0,0,0,0,0,0.000694091,0,0,0,0,0,0.0142127,0,0.0444626,0,0,0.41,0,0,0,0,0.068,0,0.75,0.154564,0,3.851,121,285
0.135187,0,0,0,0.61,0.92,0,2.45,0,0,0,0.644798,1.53,0,0,0,0,0.3,2.76,0,0.61,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.0951078,0,0,0,0,0,0.0581466,0,0,0,0,0.051,0,0.207,0.207,0,2.132,30,226
0,0,0,0,0.126592,0,0,0,0,0.0716938,0,0,0,0,0,2.94,0.100784,0,0,0.0401195,0,0.122763,0,0,0,0.0895101,0,0,0,0,0,0.00396374,0,0,0,0,0,0,0,0,0,0,0,0,0.232357,0,0,0.0495633,0.335,0.335,0,0.304993,0,0,4,12,28
0,0,0,0,2.94,0,0,0,0.0247222,0,0,0,0.0188197,0,0,2.94,0,0,0,0,0,0.0732113,0,0,0,0,0,0,0.212004,0,0,0.00208901,0,0,0,0,0,0.0227649,0,0.0306634,0,0,0,0,0,0,0,0,0.355,0.355,0,0.711,0.0242332,0,4,36.5361,28
0,0,0.55,0,1.11,0,0.18,0,0,0,0,0.18,0.92,0,0.18,0.480588,0.101927,0.37,3.15,0.0740235,0.92,0,0,0,0,0.0102794,0.0892578,0,0.00234581,0,0,0,0,0.00147005,0,0,0,0.0164807,0,0.0170665,0,0.0400821,0,0,0,0,0,0,0,0.182,0,0.426,0,0,1.283,4,68
0,0.272224,0,0,0.267663,0,0.26,0.242613,0.0650151,0.26,0.0277251,0.52,0,0,0,0.26,0.155556,0.26,1.82,0.0477218,0.804844,0.100106,0.0699369,0.0749635,0.273485,0,0,0,0.0196622,0,0,0,0,0,0,0,0.0751426,0,0.036029,0,0,0,0,0,0,0,0,0.0453148,0.0555415,0.073,0,0.813,0.036,0.147,2.145,27.1459,339
0.15,0.45,1.05,0,0.45,0,0,1.81,0.6,0.75,0.0645383,0.804243,0.17073,0.168449,0.3,0,0,0,4.07,0,1.51,0,0,0.179906,0,0,0,0.0105993,0,0,0,0,0,0.00160351,0,0.00275849,0,0,0.0172352,0,0,0,0.00401429,0,0.15,0,0.00650137,0.000699214,0,0.25,0,1.318,0.19118,0,5.301,130,774
0.18,0,0.598911,0,0.433484,0.36,0.167237,0.06,0.06,0.12,0.06,0.581713,0.3,0.0653617,0.0222321,0,0.72,0.06,4.54,0.104297,1.09,0,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021916,0.0017841,0,0.203239,0,0,0,0.01,0.052,0,0.01,0.167,0,2.52004,12,218.701
0.147962,0,0.99,0,0,0.99,0,0,0,0.0413672,0.99,2.48,0.49,0.0237352,0,4.97,0.99,0,3.48,0,1.38254,0,0.49,0,0,0,0.00366036,0,0,0,3.11377e-05,0,0.00377519,0,0,0.188892,0,0.0823544,0,0.0244167,0,0,0,0,0,0.000234232,0,0,0,0.34,0,0.17,0,0.0521095,2.67971,85.9233,399.144
0.206721,0.3,0.46,0.028218,0.05,0.12,0.05,0.28,0.43,0.74,0.25,0.97,0.56,0.177074,0,0.150548,0.43,0.02,3.22,0,1.46,0.180022,1.05,0.312848,0,0,0,0.00071267,0.00111942,0,0,1.30507e-05,0,3.17766e-05,0,0,0,0,0,0,0.000393957,0,0,0,0.02,0,0,0,0.0382373,0.065,0,0.325,0.756,0.0158236,3.52317,165.825,3040
0.275419,0.46,0.26,0,0,0.33,0.06,0.33,0,1.12,0.0779457,0.978657,0.79,0,0.26,0.26,0,0.26,3.51,0,0.66,0,0.19,0.26,0,0,0,0.0057982,0,0,0,0,0.00612904,0.000276004,0,0,0,0.00364048,0,0,0,0,0,0,0,0,0,0,0.036,0.084,0,0.278,0.23,0.084,3.887,40,898
0,1.92,0,0.00538841,1.92,0,0.00866024,0,0,0,0,1.92,0,0.0473196,0.0182609,0,0,0.363882,1.92,0,3.84,0,0,0,0.21756,0,0,0,0.00667729,0,0,0,0,0,0.0250512,0,0.130777,0,0,0.012665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145263,2.75,12,33
0.73,0.36,0.501279,0,0,0.73,0.73,1.09,0.36,0.36,0,0.573335,0,0,0,1.09,0.36,0.36,2.19,2.19,2.19,0,1.83,0.71768,0,0,0,0,0.000356284,0,0,4.1055e-06,0,0,0.0129146,0,0,0,0,0,0.000275643,0,0,0,0,0,0,0,0,0.11,0,0.539572,0.332,0,3.254,169.226,179
0.06,0.12,0.77,0,0.19,0.32,0.38,0,0.06,0,0.058215,0.64,0.25,0,0.12,0,0,0.12,1.67,0.06,0.7,0,0.19,0,0,0,0,0.0148235,0,0,0,0,0.042889,0.000972481,0,0.0307894,0,0,0,0,0,0,0,0.06,0,0,0,0,0.04,0.03,0,0.244,0.071,0,1.732,43,437.536
0,0.0168578,0,0,0,1.26,0,0,0.0333972,0.0541558,0,0.234661,0.0231588,0,0.0138488,0,0.161933,0,0,0,1.26,0,0,0.0611599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917625,0,0,0,0,0.00861434,0,1.26,0.0837025,0,0,0,0.354299,0,0.191422,0.110809,0,2.39028,17,101.796
0.73,0.36,0.73,0,0,0.73,0.73,1.1,0.36,0.352851,0,0.36,0,0,0,1.1,0.36,0.36,2.2,0.273427,1.90672,0,1.83,0,0,0,0,0,0.000687497,0.000690728,0,0.000182547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123492,0.111,0,0.5,0.333,0.00724131,3.259,30,176
0,0,0,0,0,0.0781956,0,0,0,0,0,0,0,0,0,1.08,0,0,1.08,0,2.17,0,0,0.0435554,0,0,0,0,0,0.026248,0,0.0012556,0,0,0,0.0450013,0,0.0248212,0,0,0,0,0,0,0,0,0,0,0,0,0.00962447,1.478,0,0,2,30,106
0,0,0.505221,0,0,0,1.04,0,0,0,0,0.577752,0.0990322,0,0,0.389995,1.04,0,3.66,0,2.09,0,0,0.152966,0.0139226,0,0,0,0,0,1.01928e-05,0,0,0,0,0,0,0.0172454,0,0,0,0,0.017918,0,0.555258,0,0,0,0.061,0.246,0,0.898865,0.061,0.061,6.68604,33.414,146
0,0,0.141134,0,0,0,0,0,0,0,0.0182766,2.53,0,0.109284,0.00682784,0,0,0,2.53,0.00666318,5.06,0,0,0.0787765,0,0,0,0,0.0139235,0,9.62172e-05,0,0,0,0,0,0,0,0,0,0.00235006,0,0,0,0,0.0420382,0,0,0,0,0,0,0,0,3.642,11.0752,51
0,0.45,0.45,0,0.45,0,0.12358,0.200541,0.0532805,0,0,0.45,0,0.036658,0.0532539,0.596322,0,0.91,2.27542,0,1.36,0,0.0438355,0,0,0,0,0,0,0,0,0.000356824,0,0,0,0,0.0448113,0,0,0,0,0,0,0,0,0,0,0.00655269,0,0,0,1.501,0,0,2.777,61,200
0,0.42,1.68,0,0.42,0,0,0.105617,0,0,0.02975,0.538107,0,0,0,0.42,0,0.84,2.1,0,1.68,0,0,0,0.0715759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608975,0,0,0,0.00788437,0.066,0,0.669,0,0,3.837,121,284
0,0.59,0,0,0,0,0.59,0,0,0.59,0,0.540699,0.0760676,0,0,0.264787,0,0.202298,1.77,0,0.698408,0,0,0,0.097237,0,0,0,0,0,0,0,0,0,0,0,0,0.011646,0,0,0.00217562,0,0,0,0,0,0,0,0,0.257,0,0,0,0,4.47593,66,249
0.23,0,0.47,0,0.23,0.0681265,0,0.0786149,0,0,0.0139797,0,0,0.23,0,0.23,0.23,0,7.1,0,1.89,0,0,0.23,0,0,0.12068,0,0,0,0.000312515,0,0,0.00237948,0.0394097,0.015038,0,0,0,0.0112531,0.0196136,0,0,0,0.71,0,0,0,0.0153171,0.043,0,0.175,0,0,1.294,29.5599,66
0,0.212745,0.46,0,1.39,0,0.93,0.93,0,0.577819,0.0616319,0.93,0,0,0,0.703012,0,0.46,0.93,0,0.46,0,0.0889624,0,0,0,0.0806165,0,0,0,0,0,0,0,0,0,0.0831578,0.0164304,0,0,0,0,0,0.0331182,0,0,4.64035e-05,0,0.069,0,0,0,0,0.069,8.15275,8,75
0,0.34,0,0,0.68,0,0.68,0,0,0.34,0.34,0,0,0.0279182,0,0.34,0,0.344623,3.42,0,1.40491,0,0,0,0.34,0.34,0,0,0,0,0,0,0.0177617,0,0,0,0.285661,0,0,0.0693439,0,0,0,0.0206303,0,0,0,0,0.0212962,0,0,0.048,0.048,0,3.86586,15,96
0.12,0.24,0.12,0,1.32,0.36,0,0.36,0,0.375056,0.36,0.72,0.116375,0.0399036,0,0,0,0,4.1,0,3.01,0.0535277,0.12,0,0.102992,0.0452116,0,0,0,0,0,0,0.12,0.00118013,0,0,0.12,0.0170365,0,0.0587216,0,0,0,0,0.0837561,0,0,0,0,0.059,0,0.019,0.0589522,0,1.714,34,434.831
0.66,0,0.66,0,0,0,0,0.230157,0,0.244243,0,0.586007,0,0,0.0170657,1.98,1.32,0,1.32,0,1.32,0,0,0,0,0,0,0,0.00804936,0,0,0,0,0,0,0,0,0.0227419,0,0,0,0.0511595,0,0,0.522962,0,0,0.00770505,0,0.121322,0,0.94198,0,0,3.184,34,121
0.35167,0.48,0.48,0,0.193552,0,0.48,0,0,0.97,0.48,0,0,0,0,0.48,0,0,0.97,0.48,1.95,0,0.0944725,0.48,0.0726398,0,0,0,0.0115825,0,0,0,0,0.000663256,0,0,1.46,0,0.00177103,0.48,0,0,0,0,0.0472334,0,0.000604487,0,0,0.130208,0.0012516,0.589,0.294,0,4.85,47,194
0,0,0,0,0,0.07882,1.47,0,0,1.47,0,1.47,0,0,0,0,0,0.137541,5.88,0,1.47,0,0.0504167,0,0,0.0275953,0,0.00968264,0,0,0,9.02739e-06,0,0,0.0223914,0,0.136251,0,0,0.00765753,0,0,0.0246563,0,0,0,0,0,0,0.0213494,0,0.616352,0,0,1.214,3,17
0.3,0.0791033,0.43272,0,0,0,0,0,0,0.92,0.3,0.504848,0.3,0.3,0,2.15,0.61,0,2.17453,0.110624,1.23,0,0,0.207651,0.0638028,0,0,0,0,0.0143618,0,0,0,0.3,0.0292285,0,0,0,0.00192234,0.0797524,0.00223334,0,0,0,0.177624,0,0.018596,0,0,0.1,0.0055997,1.053,0.251001,0.25,3.884,66,303
0,0.0427771,0,0,0.0438299,0.0200666,0,0.0129674,0,0,0,0,0,0.0124042,0,0,0.0114648,0,0.907002,0,0,0,0.0238423,0,0,0,0,0,0,0.0379126,0,0,0.111012,0,0,0.00932941,1.96,0,0,0,0.0628076,0,0,0,0,0,0,0,0.0520193,0.201,0,0.113164,0.0496915,0,4.548,59,111.941
0,0.0109102,0,0,1.26,0,2.53,1.26,1.26,1.26,1.26,1.26,0,0,0,0,5.06,0,2.53,1.26,3.79,0,0,0,0,0,0,2.48572e-06,0,0,2.974e-12,0,0,0,0,2.02195e-08,0,0,0,0,0,0,0,4.85727e-11,0,0,0,0,0,0,0,0.537,0,0,72.5,40.9287,290
0,0.53,0.53,0.0197827,0.53,0,0,0,0.075682,0,0,0.53,0,0,0,0.53,0,1.06,1.6,0,1.06,0.0172157,0.0447311,0.0562133,0.260194,0,0,0,0.026956,0,0,0,0.0527821,0,0,0.0688725,0.0562625,0,0,0,0,0,0,0,0,0,0,0,0.0145717,0.087,0.0197476,0.877,0,0,3.4,61,187
0,0.44,0.89,0.00720878,0.44,0,0,0,0,0,0,0.44,0,0,0,0.44,0,0.143478,2.24,0,1.34,0,0.0488348,0,0,0,0.0537301,0,0,0.0179667,0,0,0,0,0,0.0251268,0.0817365,0,0,0,0,0,0,0,0.44,0,0,0.0217654,0,0.073,0,0.807,0,0,3.849,28.9646,106.568
0,0.46,0.46,0,0.46,0.46,0.46,0,0,0,0.46,0.881131,0,0,0,0.92,0,0.92,2.76,0,1.38,0,0.46,0,0,0,0.0115146,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.010926,0,0,0,0,0,0,0.298,0.223,0,2.99101,13,110
0,0,0.48,0,1.44,0,0.48,0,0,0,0,0.96,0,0,0,0.48,0.5072,0.325111,2.41,0,1.64883,0,0.48,0.0331343,0.063544,0,0,0,0,0,0.000566445,0.000170939,0,0,0,0,0,0,0,0,0,0,0,0,0.207977,0.0242671,0,0,0,0.081,0.00372767,0.486,0.243,0,4.64257,78,236
0.169794,0.94,0.94,0,0,0,0,0,0,0.94,0,0,0,0,0,2.83,0,0,0.94,0.0819347,0.94,0,1.88,0,0,0,0.0186055,0,0,0.000793882,0.000269986,0,0,0,0,0,0,0.00970104,0,0,0,0,0,0,0,0,0.0210237,0,0.077776,0,0,1.366,0.336031,0,5.21893,245,318
0,0.219308,1.77,0,0,0,0,0.0273098,0.0426851,0,0,0.59,0,0,0,0.236416,0.0127,0.59,1.32133,0,1.04895,0,0,0.175166,0,0.0338751,0,0,0,0,0,0,0.59,0,0.0153337,0,0,0,0.00627032,0,0,0,0,0,0,0,0,0,0,0.0383941,0,0.165,0.129112,0,2.325,63.1315,100
0.75,0.18,0.37,0.270696,0.18,0.12,0,0.25,0.75,0.31,0.25,1.51,0.31,0.37,0,0.37,0.44,0.12,2.96,0.69,1.26,0,0.12327,0.75,0.0136894,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.12,0,0,0.00140616,0.000261752,0,0,0,0,0,0.085,0.053,0.437,0.234,0.064,3.675,104.125,1066
0,0.41,0.2,0,0.255547,0.2,0.2,0,0,0.137389,0.0211035,0,0.2,0,0,0.83,0.2,0,2.09,0,0.62,0,0.62,0,0,0,0,0.00914018,0,0,0,0.00163642,0,0,0,0,0,0.0158757,0,0,0,0,0,0.0502314,0.263358,0.62,0,0.2,0.0680643,0,0,0.738579,0,0.0477088,1.65,15,175
